Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
17.77,27,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1993,2,United States,"$85,000 to $114,999",1.0,5,100000,5720860,138,10/5/20 16:45,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-1,3,-3,3.0,-3.0,1.0,3.0,1.0,3.0,-1.0,3.0,0.0,1.0,2.0,1.0
20.43,45,desktop,male,completedProfessionalDegree,500ce6da,10/5/20 12:42,1975,7,United States,"$60,000 to $84,999",0.0,4,72500,5720835,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,2.0,3.0,3.0,-1.0,-2.0,3.0,-3.0,-2.0,2.0,3.0
20.68,53,desktop,male,completedMastersDegree,500ce6da,10/5/20 12:42,1967,6,United States,"$150,000 to $199,999",0.0,7,175000,5720862,138,10/5/20 16:45,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,-1,-2,-1.0,-1.0,2.0,3.0,2.0,1.0,1.0,-3.0,-3.0,-2.0,1.0,-2.0
22.83,37,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1983,2,United States,"$25,000 to $39,999",0.0,2,32500,5720837,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,0,3,-2,3.0,-2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0
23.05,25,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 12:42,1995,5,United States,"$115,000 to $149,999",0.0,6,132500,5720840,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,2,-3,1.0,-2.0,-1.0,1.0,1.0,2.0,0.0,2.0,-2.0,-2.0,2.0,-1.0
7.37,27,desktop,male,completedAssociateDegreeOnly,500ce6da,10/5/20 12:42,1993,4,United States,"$40,000 to $59,999",0.0,3,50000,5720964,138,10/5/20 17:00,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,2,2,0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
24.43,35,desktop,male,completedProfessionalDegree,500ce6da,10/5/20 12:42,1985,7,United States,"$85,000 to $114,999",0.0,5,100000,5720834,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,1,-1,0.0,-2.0,2.0,1.0,1.0,0.0,-2.0,-2.0,-1.0,-2.0,3.0,1.0
20.68,59,desktop,male,completedBachelorsDegree,500ce6da,10/5/20 12:42,1961,5,United States,"$25,000 to $39,999",0.0,2,32500,5720891,138,10/5/20 16:47,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,2,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
27.25,42,desktop,male,completedAssociateDegreeOnly,500ce6da,10/5/20 12:42,1978,4,United States,"$40,000 to $59,999",0.0,3,50000,5720878,138,10/5/20 16:46,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,2,1,-2,-2.0,-2.0,3.0,-2.0,2.0,-3.0,0.0,-3.0,-3.0,-3.0,0.0,-1.0
31.32,39,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1981,2,United States,"$60,000 to $84,999",0.0,4,72500,5720838,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-3,3,1,2.0,-3.0,-2.0,1.0,0.0,3.0,-2.0,3.0,-3.0,-1.0,2.0,2.0
25.28,41,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1979,2,United States,"$60,000 to $84,999",1.0,4,72500,5720914,138,10/5/20 16:50,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-2,2,2,-2.0,-1.0,1.0,2.0,1.0,3.0,3.0,3.0,-2.0,-3.0,3.0,2.0
26.72,62,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1958,2,United States,"$40,000 to $59,999",1.0,3,50000,5720903,138,10/5/20 16:49,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,1,1,1,-1.0,0.0,2.0,-3.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,0.0
33.4,28,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1992,2,United States,"$60,000 to $84,999",1.0,4,72500,5720831,138,10/5/20 16:43,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,-3,2,-2.0,0.0,3.0,-3.0,3.0,-2.0,2.0,-2.0,-2.0,-3.0,3.0,-2.0
29.47,30,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/5/20 12:42,1990,2,United States,"$25,000 to $39,999",0.0,2,32500,5720881,138,10/5/20 16:47,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,-1,3,-2,3.0,-3.0,-2.0,3.0,2.0,2.0,-2.0,1.0,-2.0,-2.0,3.0,2.0
23.1,48,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/5/20 12:42,1972,3,United States,"$85,000 to $114,999",1.0,5,100000,5720942,138,10/5/20 16:55,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,-1,-2,3,0.0,-2.0,3.0,-1.0,2.0,-3.0,1.0,-1.0,-3.0,-2.0,1.0,1.0
18.68,57,desktop,female,completedMastersDegree,500ce6da,10/5/20 12:42,1963,6,United States,"$25,000 to $39,999",1.0,2,32500,5720965,138,10/5/20 17:00,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,-1,-2,2.0,-3.0,1.0,1.0,1.0,-3.0,-1.0,3.0,-3.0,-3.0,0.0,1.0
22.78,61,desktop,female,completedBachelorsDegree,500ce6da,10/5/20 12:42,1959,5,United States,"$25,000 to $39,999",1.0,2,32500,5720952,138,10/5/20 16:56,sdpbewm,,"This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,-1,3,-3,0.0,-3.0,-3.0,3.0,1.0,1.0,-1.0,3.0,0.0,1.0,3.0,2.0
